,0,1
519,"{'label': 'POSITIVE', 'score': 0.9873872399330139}","{'label': 'POSITIVE', 'score': 0.9989240765571594}"
520,"{'label': 'POSITIVE', 'score': 0.9699050784111023}","{'label': 'POSITIVE', 'score': 0.9988887906074524}"
521,"{'label': 'POSITIVE', 'score': 0.9855651259422302}","{'label': 'NEGATIVE', 'score': 0.9904232025146484}"
522,"{'label': 'POSITIVE', 'score': 0.9856179356575012}","{'label': 'NEGATIVE', 'score': 0.9963515996932983}"
523,"{'label': 'POSITIVE', 'score': 0.881013035774231}","{'label': 'POSITIVE', 'score': 0.9989050626754761}"
524,"{'label': 'NEGATIVE', 'score': 0.9563142657279968}","{'label': 'NEGATIVE', 'score': 0.9876833558082581}"
525,"{'label': 'NEGATIVE', 'score': 0.9707334041595459}","{'label': 'POSITIVE', 'score': 0.9989033937454224}"
526,"{'label': 'NEGATIVE', 'score': 0.9648943543434143}","{'label': 'NEGATIVE', 'score': 0.9994165897369385}"
527,"{'label': 'POSITIVE', 'score': 0.9870775938034058}","{'label': 'POSITIVE', 'score': 0.9988983869552612}"
528,"{'label': 'NEGATIVE', 'score': 0.9506902098655701}","{'label': 'POSITIVE', 'score': 0.9988691210746765}"
529,"{'label': 'NEGATIVE', 'score': 0.9878687262535095}","{'label': 'POSITIVE', 'score': 0.9988654851913452}"
530,"{'label': 'NEGATIVE', 'score': 0.9687901735305786}","{'label': 'POSITIVE', 'score': 0.99873286485672}"
531,"{'label': 'POSITIVE', 'score': 0.9840001463890076}","{'label': 'NEGATIVE', 'score': 0.9994144439697266}"
532,"{'label': 'POSITIVE', 'score': 0.9846801161766052}","{'label': 'POSITIVE', 'score': 0.9987834095954895}"
533,"{'label': 'POSITIVE', 'score': 0.989352285861969}","{'label': 'POSITIVE', 'score': 0.9986428618431091}"
534,"{'label': 'POSITIVE', 'score': 0.9870796799659729}","{'label': 'POSITIVE', 'score': 0.9988958835601807}"
535,"{'label': 'POSITIVE', 'score': 0.9846521615982056}","{'label': 'POSITIVE', 'score': 0.9988221526145935}"
536,"{'label': 'NEGATIVE', 'score': 0.9824936985969543}","{'label': 'POSITIVE', 'score': 0.9988092184066772}"
537,"{'label': 'NEGATIVE', 'score': 0.560598611831665}","{'label': 'NEGATIVE', 'score': 0.9995076656341553}"
538,"{'label': 'POSITIVE', 'score': 0.9877780079841614}","{'label': 'POSITIVE', 'score': 0.9989240765571594}"
539,"{'label': 'POSITIVE', 'score': 0.9835365414619446}","{'label': 'POSITIVE', 'score': 0.9989235997200012}"
540,"{'label': 'POSITIVE', 'score': 0.8927211761474609}","{'label': 'NEGATIVE', 'score': 0.9994926452636719}"
541,"{'label': 'POSITIVE', 'score': 0.9857644438743591}","{'label': 'NEGATIVE', 'score': 0.9995026588439941}"
542,"{'label': 'POSITIVE', 'score': 0.9862822890281677}","{'label': 'NEGATIVE', 'score': 0.9994677901268005}"
543,"{'label': 'POSITIVE', 'score': 0.9853192567825317}","{'label': 'NEGATIVE', 'score': 0.9981299042701721}"
544,"{'label': 'POSITIVE', 'score': 0.9842779040336609}","{'label': 'POSITIVE', 'score': 0.9987143278121948}"
545,"{'label': 'POSITIVE', 'score': 0.9672159552574158}","{'label': 'NEGATIVE', 'score': 0.9994901418685913}"
546,"{'label': 'POSITIVE', 'score': 0.9814736247062683}","{'label': 'POSITIVE', 'score': 0.9987758994102478}"
547,"{'label': 'POSITIVE', 'score': 0.9869675040245056}","{'label': 'POSITIVE', 'score': 0.9969786405563354}"
548,"{'label': 'NEGATIVE', 'score': 0.9896402955055237}","{'label': 'POSITIVE', 'score': 0.9986743927001953}"
549,"{'label': 'POSITIVE', 'score': 0.9746283888816833}","{'label': 'NEGATIVE', 'score': 0.9990828037261963}"
550,"{'label': 'POSITIVE', 'score': 0.9749168753623962}","{'label': 'POSITIVE', 'score': 0.9982395172119141}"
551,"{'label': 'POSITIVE', 'score': 0.981864333152771}","{'label': 'NEGATIVE', 'score': 0.9984955787658691}"
552,"{'label': 'POSITIVE', 'score': 0.9883102178573608}","{'label': 'POSITIVE', 'score': 0.9989116191864014}"
553,"{'label': 'POSITIVE', 'score': 0.9682092070579529}","{'label': 'POSITIVE', 'score': 0.9989238381385803}"
554,"{'label': 'POSITIVE', 'score': 0.9768258333206177}","{'label': 'NEGATIVE', 'score': 0.9959496259689331}"
555,"{'label': 'POSITIVE', 'score': 0.9785891175270081}","{'label': 'POSITIVE', 'score': 0.9988136291503906}"
556,"{'label': 'POSITIVE', 'score': 0.9794687032699585}","{'label': 'POSITIVE', 'score': 0.998909592628479}"
557,"{'label': 'POSITIVE', 'score': 0.9812581539154053}","{'label': 'NEGATIVE', 'score': 0.998672604560852}"
558,"{'label': 'POSITIVE', 'score': 0.9736918210983276}","{'label': 'POSITIVE', 'score': 0.9987358450889587}"
559,"{'label': 'POSITIVE', 'score': 0.8602766394615173}","{'label': 'POSITIVE', 'score': 0.998880922794342}"
560,"{'label': 'NEGATIVE', 'score': 0.9701799750328064}","{'label': 'POSITIVE', 'score': 0.9988939166069031}"
561,"{'label': 'POSITIVE', 'score': 0.9785274863243103}","{'label': 'POSITIVE', 'score': 0.9989184141159058}"
562,"{'label': 'POSITIVE', 'score': 0.9634103775024414}","{'label': 'POSITIVE', 'score': 0.9989060163497925}"
563,"{'label': 'NEGATIVE', 'score': 0.9897223114967346}","{'label': 'NEGATIVE', 'score': 0.9995027780532837}"
564,"{'label': 'POSITIVE', 'score': 0.9810545444488525}","{'label': 'POSITIVE', 'score': 0.9987519979476929}"
565,"{'label': 'POSITIVE', 'score': 0.8828483819961548}","{'label': 'NEGATIVE', 'score': 0.9898279905319214}"
566,"{'label': 'POSITIVE', 'score': 0.9689101576805115}","{'label': 'POSITIVE', 'score': 0.998896598815918}"
567,"{'label': 'POSITIVE', 'score': 0.9787909984588623}","{'label': 'POSITIVE', 'score': 0.998931348323822}"
568,"{'label': 'NEGATIVE', 'score': 0.988223135471344}","{'label': 'NEGATIVE', 'score': 0.999495267868042}"
569,"{'label': 'POSITIVE', 'score': 0.9775121808052063}","{'label': 'POSITIVE', 'score': 0.9988846182823181}"
570,"{'label': 'POSITIVE', 'score': 0.9858506321907043}","{'label': 'NEGATIVE', 'score': 0.9995055198669434}"
571,"{'label': 'POSITIVE', 'score': 0.9759606122970581}","{'label': 'POSITIVE', 'score': 0.9987521171569824}"
572,"{'label': 'POSITIVE', 'score': 0.9910567998886108}","{'label': 'POSITIVE', 'score': 0.9989004135131836}"
573,"{'label': 'NEGATIVE', 'score': 0.9834446907043457}","{'label': 'POSITIVE', 'score': 0.9987785220146179}"
574,"{'label': 'POSITIVE', 'score': 0.6568878889083862}","{'label': 'POSITIVE', 'score': 0.9988977909088135}"
575,"{'label': 'POSITIVE', 'score': 0.981411874294281}","{'label': 'NEGATIVE', 'score': 0.9994901418685913}"
576,"{'label': 'POSITIVE', 'score': 0.9823910593986511}","{'label': 'NEGATIVE', 'score': 0.9984245300292969}"
577,"{'label': 'POSITIVE', 'score': 0.9623898863792419}","{'label': 'POSITIVE', 'score': 0.9943195581436157}"
578,"{'label': 'POSITIVE', 'score': 0.9865491986274719}","{'label': 'POSITIVE', 'score': 0.9989235997200012}"
579,"{'label': 'POSITIVE', 'score': 0.9784720540046692}","{'label': 'POSITIVE', 'score': 0.9988501071929932}"
580,"{'label': 'POSITIVE', 'score': 0.969977855682373}","{'label': 'NEGATIVE', 'score': 0.999099612236023}"
581,"{'label': 'POSITIVE', 'score': 0.9841670393943787}","{'label': 'NEGATIVE', 'score': 0.9935571551322937}"
582,"{'label': 'POSITIVE', 'score': 0.984161376953125}","{'label': 'POSITIVE', 'score': 0.9989141225814819}"
583,"{'label': 'POSITIVE', 'score': 0.9805106520652771}","{'label': 'POSITIVE', 'score': 0.9989192485809326}"
584,"{'label': 'POSITIVE', 'score': 0.9702782034873962}","{'label': 'POSITIVE', 'score': 0.9986603260040283}"
585,"{'label': 'POSITIVE', 'score': 0.8821443319320679}","{'label': 'NEGATIVE', 'score': 0.9809842109680176}"
586,"{'label': 'POSITIVE', 'score': 0.9860696792602539}","{'label': 'POSITIVE', 'score': 0.9986166954040527}"
587,"{'label': 'NEGATIVE', 'score': 0.9736049175262451}","{'label': 'POSITIVE', 'score': 0.9986369013786316}"
588,"{'label': 'POSITIVE', 'score': 0.9829598665237427}","{'label': 'NEGATIVE', 'score': 0.9995105266571045}"
589,"{'label': 'NEGATIVE', 'score': 0.9914537668228149}","{'label': 'POSITIVE', 'score': 0.9986836314201355}"
590,"{'label': 'POSITIVE', 'score': 0.9849943518638611}","{'label': 'POSITIVE', 'score': 0.9915743470191956}"
591,"{'label': 'POSITIVE', 'score': 0.9776155352592468}","{'label': 'POSITIVE', 'score': 0.998887836933136}"
592,"{'label': 'POSITIVE', 'score': 0.9789798259735107}","{'label': 'NEGATIVE', 'score': 0.999491810798645}"
593,"{'label': 'POSITIVE', 'score': 0.8849478960037231}","{'label': 'POSITIVE', 'score': 0.9988754391670227}"
594,"{'label': 'NEGATIVE', 'score': 0.9697856307029724}","{'label': 'POSITIVE', 'score': 0.9988927245140076}"
595,"{'label': 'POSITIVE', 'score': 0.9757100939750671}","{'label': 'NEGATIVE', 'score': 0.9952677488327026}"
596,"{'label': 'POSITIVE', 'score': 0.9822471737861633}","{'label': 'POSITIVE', 'score': 0.9986011385917664}"
597,"{'label': 'POSITIVE', 'score': 0.9871030449867249}","{'label': 'POSITIVE', 'score': 0.9988473653793335}"
598,"{'label': 'POSITIVE', 'score': 0.9798145890235901}","{'label': 'POSITIVE', 'score': 0.9983589053153992}"
599,"{'label': 'POSITIVE', 'score': 0.9803816080093384}","{'label': 'POSITIVE', 'score': 0.9989148378372192}"
600,"{'label': 'POSITIVE', 'score': 0.9825793504714966}","{'label': 'POSITIVE', 'score': 0.9982342720031738}"
601,"{'label': 'NEGATIVE', 'score': 0.9680220484733582}","{'label': 'POSITIVE', 'score': 0.9989080429077148}"
602,"{'label': 'POSITIVE', 'score': 0.9752537608146667}","{'label': 'POSITIVE', 'score': 0.9988332390785217}"
603,"{'label': 'POSITIVE', 'score': 0.9804216027259827}","{'label': 'POSITIVE', 'score': 0.998775064945221}"
604,"{'label': 'POSITIVE', 'score': 0.9765584468841553}","{'label': 'POSITIVE', 'score': 0.9988493919372559}"
605,"{'label': 'POSITIVE', 'score': 0.9710527062416077}","{'label': 'POSITIVE', 'score': 0.9988632202148438}"
606,"{'label': 'POSITIVE', 'score': 0.9831691980361938}","{'label': 'POSITIVE', 'score': 0.9985008239746094}"
607,"{'label': 'POSITIVE', 'score': 0.9701374769210815}","{'label': 'POSITIVE', 'score': 0.9987438321113586}"
608,"{'label': 'POSITIVE', 'score': 0.9907529354095459}","{'label': 'POSITIVE', 'score': 0.9988516569137573}"
609,"{'label': 'POSITIVE', 'score': 0.9900616407394409}","{'label': 'NEGATIVE', 'score': 0.9979844093322754}"
610,"{'label': 'POSITIVE', 'score': 0.9911236763000488}","{'label': 'POSITIVE', 'score': 0.9988774657249451}"
611,"{'label': 'POSITIVE', 'score': 0.9840129613876343}","{'label': 'POSITIVE', 'score': 0.9988592863082886}"
612,"{'label': 'POSITIVE', 'score': 0.9916011095046997}","{'label': 'POSITIVE', 'score': 0.9946390986442566}"
613,"{'label': 'POSITIVE', 'score': 0.9835874438285828}","{'label': 'POSITIVE', 'score': 0.9988852143287659}"
614,"{'label': 'POSITIVE', 'score': 0.9681847095489502}","{'label': 'POSITIVE', 'score': 0.9987401366233826}"
615,"{'label': 'POSITIVE', 'score': 0.9828304052352905}","{'label': 'NEGATIVE', 'score': 0.9960044026374817}"
616,"{'label': 'POSITIVE', 'score': 0.9893192648887634}","{'label': 'POSITIVE', 'score': 0.9974344372749329}"
617,"{'label': 'POSITIVE', 'score': 0.9888190627098083}","{'label': 'POSITIVE', 'score': 0.987717866897583}"
618,"{'label': 'POSITIVE', 'score': 0.9884787201881409}","{'label': 'POSITIVE', 'score': 0.9989080429077148}"
619,"{'label': 'POSITIVE', 'score': 0.9886565208435059}","{'label': 'POSITIVE', 'score': 0.9987695813179016}"
620,"{'label': 'POSITIVE', 'score': 0.9840195178985596}","{'label': 'POSITIVE', 'score': 0.9988260865211487}"
621,"{'label': 'POSITIVE', 'score': 0.9894397854804993}","{'label': 'NEGATIVE', 'score': 0.9975220561027527}"
622,"{'label': 'POSITIVE', 'score': 0.9903528094291687}","{'label': 'POSITIVE', 'score': 0.9986425042152405}"
623,"{'label': 'POSITIVE', 'score': 0.9770303964614868}","{'label': 'NEGATIVE', 'score': 0.999503493309021}"
624,"{'label': 'POSITIVE', 'score': 0.9889464974403381}","{'label': 'POSITIVE', 'score': 0.9934624433517456}"
625,"{'label': 'POSITIVE', 'score': 0.9722784161567688}","{'label': 'NEGATIVE', 'score': 0.9994938373565674}"
626,"{'label': 'POSITIVE', 'score': 0.521344006061554}","{'label': 'POSITIVE', 'score': 0.9982894062995911}"
627,"{'label': 'POSITIVE', 'score': 0.9918856620788574}","{'label': 'POSITIVE', 'score': 0.9988495111465454}"
628,"{'label': 'POSITIVE', 'score': 0.9895910620689392}","{'label': 'POSITIVE', 'score': 0.9988195300102234}"
629,"{'label': 'POSITIVE', 'score': 0.9824260473251343}","{'label': 'POSITIVE', 'score': 0.9987049102783203}"
630,"{'label': 'POSITIVE', 'score': 0.9809589982032776}","{'label': 'POSITIVE', 'score': 0.9987816214561462}"
631,"{'label': 'POSITIVE', 'score': 0.9889082312583923}","{'label': 'POSITIVE', 'score': 0.9988344311714172}"
632,"{'label': 'POSITIVE', 'score': 0.9873300790786743}","{'label': 'POSITIVE', 'score': 0.998802900314331}"
633,"{'label': 'POSITIVE', 'score': 0.9869267344474792}","{'label': 'POSITIVE', 'score': 0.9988694787025452}"
634,"{'label': 'POSITIVE', 'score': 0.9889400601387024}","{'label': 'POSITIVE', 'score': 0.9986924529075623}"
635,"{'label': 'POSITIVE', 'score': 0.9834176898002625}","{'label': 'POSITIVE', 'score': 0.9984278678894043}"
636,"{'label': 'POSITIVE', 'score': 0.9863925576210022}","{'label': 'POSITIVE', 'score': 0.9876391291618347}"
637,"{'label': 'POSITIVE', 'score': 0.9867534041404724}","{'label': 'POSITIVE', 'score': 0.9985839128494263}"
638,"{'label': 'POSITIVE', 'score': 0.9876157641410828}","{'label': 'POSITIVE', 'score': 0.9986018538475037}"
639,"{'label': 'POSITIVE', 'score': 0.9868081212043762}","{'label': 'POSITIVE', 'score': 0.9988828301429749}"
640,"{'label': 'NEGATIVE', 'score': 0.7181748151779175}","{'label': 'NEGATIVE', 'score': 0.9991636276245117}"
641,"{'label': 'POSITIVE', 'score': 0.9860014915466309}","{'label': 'POSITIVE', 'score': 0.9988099336624146}"
642,"{'label': 'POSITIVE', 'score': 0.8846648335456848}","{'label': 'POSITIVE', 'score': 0.9987824559211731}"
643,"{'label': 'NEGATIVE', 'score': 0.9786912202835083}","{'label': 'NEGATIVE', 'score': 0.9994939565658569}"
644,"{'label': 'POSITIVE', 'score': 0.9847449660301208}","{'label': 'POSITIVE', 'score': 0.9977787137031555}"
645,"{'label': 'POSITIVE', 'score': 0.9578785300254822}","{'label': 'POSITIVE', 'score': 0.9986165761947632}"
646,"{'label': 'POSITIVE', 'score': 0.9681344628334045}","{'label': 'POSITIVE', 'score': 0.9987749457359314}"
647,"{'label': 'POSITIVE', 'score': 0.9889324903488159}","{'label': 'POSITIVE', 'score': 0.9964939951896667}"
648,"{'label': 'NEGATIVE', 'score': 0.9751204252243042}","{'label': 'POSITIVE', 'score': 0.9988040924072266}"
649,"{'label': 'POSITIVE', 'score': 0.9606698155403137}","{'label': 'POSITIVE', 'score': 0.9987342953681946}"
650,"{'label': 'POSITIVE', 'score': 0.9846513271331787}","{'label': 'POSITIVE', 'score': 0.9987986087799072}"
651,"{'label': 'POSITIVE', 'score': 0.9840085506439209}","{'label': 'POSITIVE', 'score': 0.9987138509750366}"
652,"{'label': 'POSITIVE', 'score': 0.9850571751594543}","{'label': 'POSITIVE', 'score': 0.9988498687744141}"
653,"{'label': 'POSITIVE', 'score': 0.9820829629898071}","{'label': 'NEGATIVE', 'score': 0.9965820908546448}"
654,"{'label': 'POSITIVE', 'score': 0.9843623638153076}","{'label': 'POSITIVE', 'score': 0.9985964894294739}"
655,"{'label': 'POSITIVE', 'score': 0.9795473217964172}","{'label': 'POSITIVE', 'score': 0.9721857905387878}"
656,"{'label': 'POSITIVE', 'score': 0.9832718968391418}","{'label': 'POSITIVE', 'score': 0.9986153841018677}"
657,"{'label': 'POSITIVE', 'score': 0.9855625629425049}","{'label': 'POSITIVE', 'score': 0.9988048076629639}"
658,"{'label': 'POSITIVE', 'score': 0.9894019961357117}","{'label': 'POSITIVE', 'score': 0.9984118938446045}"
659,"{'label': 'POSITIVE', 'score': 0.9394792914390564}","{'label': 'POSITIVE', 'score': 0.9986000657081604}"
660,"{'label': 'POSITIVE', 'score': 0.9838955402374268}","{'label': 'POSITIVE', 'score': 0.9985811710357666}"
661,"{'label': 'POSITIVE', 'score': 0.981611430644989}","{'label': 'POSITIVE', 'score': 0.998276948928833}"
662,"{'label': 'POSITIVE', 'score': 0.9806233644485474}","{'label': 'POSITIVE', 'score': 0.9984152317047119}"
663,"{'label': 'NEGATIVE', 'score': 0.9724358320236206}","{'label': 'POSITIVE', 'score': 0.9977694749832153}"
664,"{'label': 'POSITIVE', 'score': 0.9839345812797546}","{'label': 'POSITIVE', 'score': 0.9988086223602295}"
665,"{'label': 'POSITIVE', 'score': 0.9876212477684021}","{'label': 'POSITIVE', 'score': 0.9987192153930664}"
666,"{'label': 'NEGATIVE', 'score': 0.980983555316925}","{'label': 'POSITIVE', 'score': 0.9986383318901062}"
667,"{'label': 'POSITIVE', 'score': 0.6909700632095337}","{'label': 'POSITIVE', 'score': 0.9987275004386902}"
668,"{'label': 'POSITIVE', 'score': 0.9850835204124451}","{'label': 'POSITIVE', 'score': 0.9986592531204224}"
669,"{'label': 'POSITIVE', 'score': 0.9834239482879639}","{'label': 'POSITIVE', 'score': 0.9988443851470947}"
670,"{'label': 'POSITIVE', 'score': 0.979965090751648}","{'label': 'POSITIVE', 'score': 0.9985735416412354}"
671,"{'label': 'POSITIVE', 'score': 0.9740871787071228}","{'label': 'POSITIVE', 'score': 0.9967244267463684}"
672,"{'label': 'POSITIVE', 'score': 0.9879321455955505}","{'label': 'NEGATIVE', 'score': 0.9994496703147888}"
673,"{'label': 'POSITIVE', 'score': 0.6021424531936646}","{'label': 'POSITIVE', 'score': 0.9981768131256104}"
674,"{'label': 'NEGATIVE', 'score': 0.9444378018379211}","{'label': 'POSITIVE', 'score': 0.9986880421638489}"
675,"{'label': 'POSITIVE', 'score': 0.9833977222442627}","{'label': 'POSITIVE', 'score': 0.9986609220504761}"
676,"{'label': 'POSITIVE', 'score': 0.9819884896278381}","{'label': 'POSITIVE', 'score': 0.9959307312965393}"
677,"{'label': 'POSITIVE', 'score': 0.9879777431488037}","{'label': 'POSITIVE', 'score': 0.9987735152244568}"
678,"{'label': 'POSITIVE', 'score': 0.968576967716217}","{'label': 'POSITIVE', 'score': 0.9984152317047119}"
679,"{'label': 'POSITIVE', 'score': 0.9872325658798218}","{'label': 'POSITIVE', 'score': 0.9987685084342957}"
680,"{'label': 'POSITIVE', 'score': 0.9063112139701843}","{'label': 'POSITIVE', 'score': 0.9984152317047119}"
681,"{'label': 'NEGATIVE', 'score': 0.9861487150192261}","{'label': 'POSITIVE', 'score': 0.9984152317047119}"
682,"{'label': 'POSITIVE', 'score': 0.9914559721946716}","{'label': 'POSITIVE', 'score': 0.9988928437232971}"
683,"{'label': 'POSITIVE', 'score': 0.8158718943595886}","{'label': 'POSITIVE', 'score': 0.9989185333251953}"
684,"{'label': 'POSITIVE', 'score': 0.9742766618728638}","{'label': 'POSITIVE', 'score': 0.9989270567893982}"
685,"{'label': 'POSITIVE', 'score': 0.5330705642700195}","{'label': 'NEGATIVE', 'score': 0.9986067414283752}"
686,"{'label': 'POSITIVE', 'score': 0.9833158850669861}","{'label': 'NEGATIVE', 'score': 0.9994901418685913}"
687,"{'label': 'POSITIVE', 'score': 0.9858450889587402}","{'label': 'NEGATIVE', 'score': 0.9994850158691406}"
688,"{'label': 'POSITIVE', 'score': 0.994290828704834}","{'label': 'POSITIVE', 'score': 0.9988152980804443}"
689,"{'label': 'POSITIVE', 'score': 0.9765034317970276}","{'label': 'POSITIVE', 'score': 0.9989162683486938}"
690,"{'label': 'POSITIVE', 'score': 0.9876826405525208}","{'label': 'NEGATIVE', 'score': 0.9995032548904419}"
691,"{'label': 'POSITIVE', 'score': 0.9818264245986938}","{'label': 'POSITIVE', 'score': 0.9947301149368286}"
